,Dates,Andhra Pradesh,Arunachal Pradesh,Assam,Bihar,Chandigarh,Chhattisgarh,DD,Delhi,DNH,DVC,Essar steel,Goa,Gujarat,Haryana,HP,J&K,Jharkhand,Karnataka,Kerala,Maharashtra,Manipur,Meghalaya,Mizoram,MP,Nagaland,Odisha,Pondy,Punjab,Rajasthan,Sikkim,Tamil Nadu,Telangana,Tripura,UP,Uttarakhand,West Bengal,Total Consumption
1980,16-06-2019,197.6,2.2,30,110.7,5.7,86.9,7,117.9,17.3,65.8,6.4,11.5,325.4,165.9,27.8,46.8,26.4,192.8,69,455.8,2.5,5.8,1.8,191.1,2.3,77.4,8.5,237.6,223.1,0.9,330.6,166.4,5.1,413.3,42.7,177,3855
1981,17-06-2019,193.4,2.4,30.2,108.7,6,83.8,7.3,114.8,17.5,66.3,5.4,11.5,330.9,169.4,29,49.3,27.2,218.2,75,473.9,2.3,5.1,1.5,195,2.3,87.4,8.9,232,235.1,1.2,347.5,166.1,5,405.1,41.8,187.7,3944.1999999999994
1982,18-06-2019,197,2.4,32.7,106.4,5.5,87.9,7.6,99.3,17.8,68.1,5.6,11.5,316.1,140.6,29.4,44.9,27.3,217.5,75.8,476.8,2.3,5.7,1.5,202.7,2.3,82.8,9.2,206.1,223.7,1.2,354.1,171,5.7,384.1,42.6,176.5,3841.6999999999994
1983,19-06-2019,204,2.3,33.9,106.7,5.7,89.6,7.6,106.4,17.9,66.8,6.4,11.5,319.2,172.2,29.6,45.9,26.6,218.4,73.3,473.8,2.5,6,1.7,187.8,2.2,92.9,,246.5,208.5,1.3,355.5,172.7,,394.1,44.2,192,3934.6999999999994
1984,20-06-2019,195.3,2.2,35.1,108.4,5.7,88.9,7.6,112,18.2,63.9,6.2,11.5,338.8,179.9,29.8,44.9,25.6,218.4,72,479.4,2.6,5.9,1.8,196.1,2.3,102.3,9.1,228.4,224,1.3,348.5,170.2,5.4,389.6,44.1,184.5,3959.900000000001
1985,21-06-2019,183,2.3,33.2,109.2,5.5,85.9,7.7,122.7,18.2,63.2,5.5,13.1,352,189.3,30.1,45.4,22.8,203.3,66.7,474.3,2.6,6,1.7,203.1,2.2,82.2,,242.1,228.2,1.3,336.7,149.4,,425.1,45.8,175.3,3944.8
1986,22-06-2019,183,2.2,32,80.4,5.6,75.1,7.7,118.5,18.3,61.4,6.5,12.4,354.3,197.7,30.4,44.2,21,203.3,66.7,463.8,2.6,5.7,1.7,198.1,2.1,79.8,,263.8,241.8,1.3,336.7,149.4,,398.6,46,170,3891.8
1987,23-06-2019,169.6,2.3,32.3,97.7,5.6,76.7,7.2,121,18.2,62.7,7.8,12.4,335.9,196.1,28.2,41,24,182.3,63.4,429.1,2.5,6,1.8,189.1,2.4,84.3,8.7,259.3,240.1,1,310.1,144.8,5.3,382,40.8,163.8,3755.500000000001
1988,24-06-2019,176.2,2.4,33.2,109.3,6.2,85.2,7.2,123.2,18.6,66.7,5.6,12.4,340.6,197.7,28.7,48.5,25.3,191.5,71.4,436.2,2.6,5.6,1.9,190.4,2.4,91.1,,249.8,240.6,1.2,329.9,151.8,,383,40.1,183.4,3868.3
1989,25-06-2019,178.1,2.3,32.7,113.8,6.2,91.1,7.4,126.1,18.7,67.7,6.3,12.4,334.7,209.8,29.1,44.8,25.6,199.2,73.2,451,2.5,5.7,1.5,195.1,2.5,92.9,,250.6,242.9,1.1,347.7,156.6,,407.9,44.4,195.2,3985.6
1990,26-06-2019,179,2.3,27.7,99.1,6.5,90.5,7.7,135.1,18.9,66.1,6,12.4,330.8,219.4,30.8,45.8,24.3,198.1,74.2,458.8,2.4,5.3,1.8,192.8,2.5,97.7,,274.1,248.5,1.2,330.3,162.2,,416.9,46.5,181.6,4005.9
1991,27-06-2019,178.2,2.2,28.4,95.6,6.4,89.6,7.8,135.2,19.1,66.1,5.2,12.4,340.2,219.1,31.3,46,21.6,198.2,75.9,448.7,2.6,5.8,2,191.7,2.3,96.4,,269.4,249.5,1.3,334,165.6,,435.1,46.7,182.4,4020.5
1992,28-06-2019,185,2.2,29.6,103.1,6.7,87.3,7.5,133.5,18.5,67.8,6.5,12.4,331.8,219.7,31.7,48.8,25.2,195.2,76.1,407.6,2.6,5.4,1.7,188.4,2.2,88.4,,282.7,254.7,1.3,337.3,163.5,,446.8,47.2,175.9,4002.900000000001
1993,29-06-2019,184.6,2.3,31.1,101.1,6.8,89.7,7.2,136.7,17.1,62.6,5.4,10.9,328.2,224.5,31.5,44.6,25.3,191.8,77.2,388.5,2.8,5.8,1.7,187.4,2.2,90.4,,281.5,255.7,1.2,339.7,147,,452.6,48.6,176.3,3968.6
1994,30-06-2019,174.3,2.2,32.7,100.3,6.1,86.3,6.8,136,17.4,66.5,5.7,10,319.5,211.8,28.5,42.3,25.7,170.3,70.3,371.1,2.7,6,1.7,171.4,2.2,88.4,8.1,286,246.4,1,319.5,136.3,5.5,445.1,44.9,162.5,3811.500000000001
1995,01-07-2019,169.9,2.3,33,104.7,7.2,80.8,6.6,145.2,17.4,64.6,4.7,10,330.7,228.1,29.6,44.4,23.4,184.6,76.4,376.7,2.5,5.6,1.9,172.7,2.3,76.5,,290.1,247.9,1.1,334.9,144.8,,454.3,46.5,167.6,3897.4
1996,02-07-2019,171.9,2.2,31.7,92.6,7.2,73.1,7.1,147.1,17.8,63.2,5.1,10,339,223.9,30.6,45.6,20.2,192.6,77.1,380.3,2.6,6,1.7,167.2,2.2,74.6,,282.1,237.5,1.2,339.7,145.5,,441.3,45.4,164.7,3858.7
1997,03-07-2019,171.4,2.2,30.9,99.3,7.4,73.8,7.5,145.3,18.5,65.3,4.7,10,331.1,237.2,31.8,45.9,21.9,195.9,75.2,387,2.4,6.2,1.7,156.6,2.6,80.4,,300,242.7,1.2,342.8,146.3,,433.9,47,164.8,3899.8
1998,04-07-2019,179.4,2.4,35,106.2,6.1,79.8,7.5,139.2,18.8,66.3,5.3,10,318.1,208.2,30,41.6,22.7,195.4,73.4,392.8,2.5,5.9,1.7,161.1,2.5,81.6,,289.9,237.3,1.2,346.7,152.5,,441.2,45.2,176.1,3892.999999999999
1999,05-07-2019,169.3,2.2,34,107.8,6.5,81.1,7.6,126.4,18.6,65.5,5.1,10,322.7,205.8,29.9,41.9,23.4,191.5,72.8,386.3,2.6,5.8,2,157.7,2.2,81,,284.4,220.9,1.2,347.2,152.5,,403,45.1,177.9,3801.4
2000,06-07-2019,179.4,2.1,30.9,101.6,6,77.9,7.5,122.3,18.6,64,5.5,10,321.8,210.4,29.9,41,22.6,183.5,72.7,382.6,2.3,5.6,1.7,154.9,2,79.7,,271.4,218.1,1,336.3,150.4,,364.9,44.2,161.8,3694.1
2001,07-07-2019,175.1,2.2,26.8,83.7,5.6,79,6.7,119.6,17.3,65.3,6.7,10.5,305.1,199.5,25,43,21.5,172.9,65.4,367.1,2.4,5.9,1.4,157.1,2.1,80.6,,270,201.3,0.8,317.2,147.3,,377.9,42.2,144.9,3557.8
2002,08-07-2019,182.5,2.5,27.6,78.9,6.5,82.5,7.2,130.2,18.2,65.3,6.1,11.6,331.7,214.9,28.1,44.1,23.5,188.5,69.2,392.3,2.3,5.6,1.7,160.3,2.3,84,8.9,291.7,218.1,1,336.8,155.9,4.5,368.4,43.9,164.1,3760.9
2003,09-07-2019,188.4,2.3,28.7,69.9,6,83.4,7.6,113.4,18.6,65.5,5.6,11.6,340.4,207.9,28.2,40.8,23.2,195.2,68.6,402.8,2.5,6,1.8,165.3,2.3,85.1,8.3,268.9,225.8,1.3,338.4,164.2,4.6,325.6,41.9,170.8,3720.900000000001
2004,10-07-2019,185.9,2.2,27.1,76.5,5.9,87.3,7.6,127.8,18.7,65,9.1,11.6,344.5,210.1,29.8,42,22.8,188.8,66.1,403.7,2.6,6.4,1.7,174.2,2.2,89.5,8.2,262.6,239.7,1.1,327.8,166.6,4.6,318.3,43.9,168.6,3750.499999999999
2005,11-07-2019,187.1,2.3,27.2,59.2,5.5,91.8,7.6,135.5,18.7,64.7,7.2,11.6,354.4,214.6,29,42.4,22.6,190,67.2,403.8,2.4,5.3,1.7,180.9,2.2,88.3,8.1,244.6,242.6,1.2,327.2,163.8,4.5,313.4,40.3,164.9,3733.8
2006,12-07-2019,189,2.2,26.5,69.9,5.4,96,7.7,137.8,18.6,66.6,5.6,11.6,362.9,212.3,29.8,43.5,23.9,196.5,70.1,407.6,2.3,6.3,1.4,189.1,2.3,89.7,8.2,234.5,249.6,1.1,334.7,169.9,3.6,339.7,41.1,152.9,3809.899999999999
2007,13-07-2019,184.1,2.1,28.1,70.2,4.7,99.2,7.7,132.5,18.6,66.8,5.2,11.6,364.6,207.1,27,40.1,25.2,196.1,72.2,415,2.4,5.7,1.8,194.2,2.2,90.6,7.6,215,252.4,1,322.9,166.9,4.1,363.5,38,169.5,3815.9
2008,14-07-2019,171.8,2,25.9,71.2,3.7,102.8,7.1,125.5,18.4,66.6,6.2,11.6,346.8,192.3,25.3,40.7,25.2,182.3,65.6,404.8,2.4,5.3,1.6,193.3,2.1,92.4,6.9,174.4,247.6,0.8,294.6,170.2,4.1,370.5,34.4,169.2,3665.6
2009,15-07-2019,172.3,2.4,24.5,89.3,4.4,104.7,7.4,118.5,18.7,67.7,5.8,11.3,362.2,175.3,28.3,39.9,26.4,194.8,70,432,2.5,5.1,1.7,202,2.1,107.6,,166,256.5,0.7,303.6,174.7,,353.6,37.8,181.7,3759.1
2010,16-07-2019,178.1,2.4,27.3,95.7,4.3,105.6,7.7,108,18.9,66.4,6.2,11.4,368.8,157.5,28.3,41.3,26.5,201.1,70,444.6,2.4,5.3,1.7,209.7,2.3,103,,133.7,264.3,0.5,312.7,182.5,,331.6,36.5,180.8,3745.3
2011,17-07-2019,181.9,2.4,28.4,97.7,4.7,105.8,7.7,91.6,18.8,65.9,5.3,11.4,372.6,147.1,29.1,43,25.6,202.6,69.2,457.9,2.5,5.7,1.8,216.6,2.3,91.6,,147.9,261.6,1,324.5,185.7,,363.8,39.1,183.8,3805.000000000001
2012,18-07-2019,179.2,2,32,104.5,5,102.1,7.7,100.6,18.9,67.9,5.2,11.4,379.3,148.6,29.3,42.7,25.8,199.3,66.6,460,2.5,5.3,1.7,218.7,2.1,101.1,,177.2,245.1,1.2,318.3,183.3,,390.3,41.2,194.7,3879.099999999999
2013,19-07-2019,169,2.1,33.6,106.1,5.3,98.7,7.8,108.6,18.8,67.1,5.6,11.4,390.7,171.8,29.5,41.5,26.1,195.4,61.3,449.2,2.6,5.6,1.6,218.6,2.5,96,7.8,192.9,240,1.5,308.9,182,4.7,407.1,42.4,188.9,3902.7
2014,20-07-2019,165.5,2.2,33,105.8,5.5,101.8,7.7,111.1,18.9,67.6,5.4,11.4,387.4,177.1,30.3,43.1,26.9,186.6,60.5,430.9,2.5,5.7,1.5,213.6,2.3,95.5,7.9,206,244.3,1.2,291.4,165.9,5,415,44.6,190,3871.1
2015,21-07-2019,164.9,2.2,30.4,109.9,5.2,108.5,7.2,105.6,19.1,64.5,5.5,11.4,339.6,171.5,28,40.5,27.4,168,56,405.6,2.5,5.6,1.8,209.9,2.3,95.3,,211.6,240.5,1,282.4,170.3,,418.2,41.2,182.7,3742.7999999999993
2016,22-07-2019,165.3,2.2,29.5,104.2,6.3,110.2,7.5,116.6,18.9,66.6,5.8,11.4,342.2,194.3,30.7,42.4,27.1,171.9,60,441.2,2.6,5.8,1.9,219,2.2,98.7,,245.9,242.2,1.3,297.9,184.1,,422.1,42.9,194.3,3922.9
2017,23-07-2019,168.2,2.3,27.8,97.4,6.8,111.6,7.8,129,19.2,63.7,4.8,11,355.4,211.3,30.4,42.8,24.8,164.5,60.7,451.4,2.5,5.4,1.9,229.2,2,102.5,,253.7,251.4,1.2,299,191.1,,428.8,43.3,192.2,4002.9
2018,24-07-2019,175.2,2.4,29.2,88.2,6.4,106.5,7.4,130.4,19.1,61.1,5.3,11.3,354.3,208.1,32,42.9,22.5,172.9,62.7,446,2.5,5.4,2.1,220.4,2.2,97.4,8.5,264.8,256.8,1.2,312.3,198.7,4.9,406.8,45.4,180.5,3993.8000000000006
2019,25-07-2019,174.1,2.3,31.7,90.6,6,100.1,7.1,115.2,19,63.7,5.7,11.3,346.8,183.2,29.5,37,22.7,163.7,65.7,423.8,2.6,5.6,1.9,197.9,2.3,86.9,,229.6,219.3,0.9,312.5,199,,372.2,40.7,174.5,3753.599999999999
2020,26-07-2019,158.7,2.3,31.4,97.1,5.5,96.7,7.5,109.3,19,63.4,5.7,11.3,338.8,177.2,29.5,42.5,23.2,174.8,65.6,400.5,2.6,5.6,1.7,185.2,2.2,86.2,,220.4,218.3,0.9,300.7,174.1,,357.5,39.5,172.5,3635.8
2021,27-07-2019,154.9,2.3,30.5,91.9,4.9,91.7,7.2,100.7,18.7,63.5,5.9,11.3,334.6,157.8,28.9,40.5,22.2,165.4,66.3,374,2.4,5.7,1.6,183.2,2.3,87.9,,206.3,198.7,0.8,305.3,167.8,,359.1,38.3,166,3506.6
2022,28-07-2019,151,2.3,30.9,91.4,4.9,93.7,7,98.9,18.7,60.8,7,11.3,314.9,153.9,26.3,37.3,21.8,160.8,62.2,364.8,2.6,5.5,1.6,175.8,2.3,89,7.4,210.9,159.3,0.5,284.4,161.1,4.8,364.1,37.4,151.3,3377.9
2023,29-07-2019,155.2,2.2,31.3,93.5,6,89.2,7,111.8,18.9,60.4,6,11.3,299.5,180.5,29.4,41.8,22.1,175.2,68.5,377.1,2.3,5.6,1.8,185.1,2.2,82.6,,231.9,175.3,0.7,301.4,161.3,,399,41,152.9,3537.6000000000004
2024,30-07-2019,161.8,2.2,33.1,98.9,5.6,83.5,7.2,115.6,18.4,63.3,6.1,11.3,282,196.4,29.8,42.3,22.3,167.1,70.3,368.4,2.5,5.5,1.8,183.7,2.2,85.9,,253.8,197.2,0.8,313.9,156.5,,412.5,41.7,167.7,3619
2025,31-07-2019,169.9,2.5,32.5,106.1,5,82.2,7.3,117.9,18.3,64.6,5.6,11.3,269.1,193.9,27.9,36.7,24.1,182.5,71.6,360.8,2.5,5.8,1.6,183.4,2.3,89.1,,236.4,209.8,0.8,321.5,169.4,,426,40.3,175.9,3662.8
2026,01-08-2019,166,2.4,31.4,105.5,5.3,86.8,7.1,121.9,18.1,63.2,5.7,11.8,260.2,201.8,28.7,38.5,23.8,185,72.6,371.2,2.6,5.6,1.6,183.7,2.2,98.1,8.3,229.8,197.6,0.9,325.8,171.8,4.8,437.9,42.4,180.6,3700.7000000000007
2027,02-08-2019,153.9,2.1,33,106.7,5.1,90,7.2,121.7,17.7,62.9,5.7,11.8,273.8,192.3,28.1,40.4,25,184.7,72.4,362.4,2.6,5.6,1.7,189.3,2.2,96.5,,195,197.6,0.9,325.4,152,,428.3,42.4,178.9,3623.6
2028,03-08-2019,153.3,2.2,34.3,109.1,5.2,87.5,7.1,112.2,17.9,62.3,6,11.8,276.7,182.9,28.8,41.7,24.8,179.9,72.1,356.6,2.7,5.7,1.8,187.9,2.3,97.6,8,207.1,189.7,0.8,311.5,144.5,5.4,407.9,39.8,178.9,3564.0000000000005
2029,04-08-2019,152.6,2.3,33.3,111,5.1,90.2,6.5,108,16.3,62.2,6.4,8.2,263.5,178.2,26.5,42.5,23.8,157.5,65.5,330.8,2.5,5.7,1.8,188.2,2.4,97.2,,218.9,191.9,0.6,295.3,150.3,,417.1,38.8,173,3481.7
2030,05-08-2019,169.3,2.2,34,107.8,6.5,81.1,7.6,126.4,18.6,65.5,5.1,10,322.7,205.8,29.9,41.9,23.4,191.5,72.8,386.3,2.6,5.8,2,157.7,2.2,81,9.5,284.4,220.9,1.2,347.2,152.5,5.6,403,45.1,177.9,3806.999999999999
2031,06-08-2019,179.4,2.1,30.9,101.6,6,77.9,7.5,122.3,18.6,64,5.5,10,321.8,210.4,29.9,41,22.6,183.5,72.7,382.6,2.3,5.6,1.7,154.9,2,79.7,,271.4,218.1,1,336.3,150.4,,364.9,44.2,161.8,3694.1
2032,07-08-2019,175.1,2.2,26.8,83.7,5.6,79,6.7,119.6,17.3,65.3,6.7,10.5,305.1,199.5,25,43,21.5,172.9,65.4,367.1,2.4,5.9,1.4,157.1,2.1,80.6,8.7,270,201.3,0.8,317.2,147.3,4.3,377.9,42.2,144.9,3562.1000000000004
2033,08-08-2019,182.5,2.5,27.6,78.9,6.5,82.5,7.2,130.2,18.2,65.3,6.1,11.6,331.7,214.9,28.1,44.1,23.5,188.5,69.2,392.3,2.3,5.6,1.7,160.3,2.3,84,,291.7,218.1,1,336.8,155.9,,368.4,43.9,164.1,3756.4
2034,09-08-2019,188.4,2.3,28.7,69.9,6,83.4,7.6,113.4,18.6,65.5,5.6,11.6,340.4,207.9,28.2,40.8,23.2,195.2,68.6,402.8,2.5,6,1.8,165.3,2.3,85.1,8.3,268.9,225.8,1.3,338.4,164.2,4.6,325.6,41.9,170.8,3720.900000000001
2035,10-08-2019,185.9,2.2,27.1,76.5,5.9,87.3,7.6,127.8,18.7,65,9.1,11.6,344.5,210.1,29.8,42,22.8,188.8,66.1,403.7,2.6,6.4,1.7,174.2,2.2,89.5,,262.6,239.7,1.1,327.8,166.6,,318.3,43.9,168.6,3745.9
2036,11-08-2019,187.1,2.3,27.2,59.2,5.5,91.8,7.6,135.5,18.7,64.7,7.2,11.6,354.4,214.6,29,42.4,22.6,190,67.2,403.8,2.4,5.3,1.7,180.9,2.2,88.3,8.1,244.6,242.6,1.2,327.2,163.8,4.5,313.4,40.3,164.9,3733.8
2037,12-08-2019,186,2.2,33.9,110.7,6,92.7,7.4,115.5,18.5,60.7,4.1,10.3,270.6,206.9,29.1,42.9,24.5,154.5,55,379,2.4,5.2,1.7,195.4,2.4,94.1,8.5,256.1,211.5,0.8,306.7,196.4,5.5,449.7,39.9,164.8,3751.6
2038,13-08-2019,183.4,2.2,32.6,96.5,6.3,87.9,7.8,117.8,18.9,57.8,3,10.5,292.7,204.7,29.6,38.7,22.9,160.5,58.6,396.2,2.4,5.1,1.8,186.9,2.4,91.3,,229.1,214.5,0.8,312.4,191.9,,420.6,41.4,150.5,3688.3
2039,14-08-2019,183.6,2.1,33.4,99.9,6,80.5,7.8,113.9,18.5,60.6,2.7,10.5,293.4,192.2,29.4,35.7,23.2,161.3,59.4,399.4,2.5,5.5,1.7,169.4,2.2,93.9,,233.8,207.5,0.7,306.8,200.8,,393,42.3,152.2,3633.9
2040,15-08-2019,184.7,2.2,30.3,104.7,5.2,80.3,4.8,98.7,14.9,61,2.8,10.5,231.5,170.6,22.8,40.3,24.5,149.9,58.1,344.5,2.5,5.6,1.6,140.7,2.3,96.6,,220.4,171,0.5,286,190.6,,379.2,33.8,138.2,3318.6
2041,16-08-2019,183.3,2,33.2,108.1,5.6,88.3,6.3,107.7,16.2,61.4,2.5,11.3,258.5,177.7,26.6,38.5,25.2,164.2,62.5,378.1,2.4,5.5,1.3,149.7,2.2,103.9,7,226.5,156,0.8,301.6,213.1,4.5,377.1,36.1,157.1,3502.0000000000005
2042,17-08-2019,174,2,35.2,107.8,5,97.4,7.6,99.2,18.2,62,3,11.7,281.8,150.9,29.6,33.5,24.4,158.1,63.8,399.9,2.3,5.5,1.4,164.8,2.2,104.5,,176.1,147.3,0.9,272.1,218.9,,370.6,37.5,151,3427.1
2043,18-08-2019,164.1,2.3,33.3,104.9,3.6,96,7.1,89.1,18.4,60.6,4.7,11.7,282.4,125.4,34,38.8,21.8,142.7,60,399.2,2.3,5.3,1.7,169.2,2.2,89.8,,124.2,163,0.6,260.2,217,,353.2,30,144.9,3270.2
2044,19-08-2019,164.3,2.3,34.2,104.7,4.8,94.5,7.4,103.8,18.9,61.1,2.8,11.7,300.2,157.5,24.2,34.8,22.1,158.5,65.6,424.5,2.4,5.2,1.6,172.3,2.4,89.8,7.5,163.9,180.9,0.9,282,217.8,4.9,379.4,33.9,151.8,3494.600000000001
2045,20-08-2019,161.9,2.2,36,110.7,5.1,94,7.6,110.9,18.9,63.2,6.2,11.8,307.4,176.4,25.7,41,24.2,160.1,67.4,433.7,2.6,5.7,1.7,172.8,2.4,96.4,7.4,192.4,196.9,1,281.3,217.9,5,388,40.3,166.7,3642.900000000001
2046,22-08-2019,160.9,2.6,37.2,114.5,5.7,96.9,7.3,115.7,19,63.4,7.1,11.9,313.2,189.8,27.5,41.8,25.8,168.4,65.7,426.7,2.9,5.4,1.8,173.9,2.6,99.8,7.4,221.9,222,0.8,279.8,204.2,5.3,372.6,40.7,184.4,3726.6
2047,23-08-2019,164.7,2.6,33.2,110.8,5.6,97.5,7.6,117,18.9,62.6,5.9,11.9,313.4,200.7,29.7,41.6,24.8,168,63.9,426.8,2.1,5.5,1.8,181,2.7,95.2,7.5,239.1,231.7,0.7,284.2,193.4,5.1,400.1,42.9,168.6,3768.7999999999984
2048,24-08-2019,165.4,2.4,34.8,100.7,5.1,95,7.4,110.1,18.7,62.8,5.8,11.3,287.5,195.7,28.7,42.5,24.7,160,64.6,424,2.5,5.5,1.9,174.5,2.5,94,7.9,245.6,237.9,0.8,284.2,210.6,4.4,368.5,40.8,161.6,3690.4
2049,25-08-2019,166.8,2.1,35.1,103.1,4.3,90.8,5.7,102.1,18.4,60.3,6.2,10.2,290.3,175.1,25.6,39.5,23,155.9,58.4,414.1,2.4,5.4,1.8,165.6,2.4,87.8,7.4,239.4,229.1,0.6,261.3,212.1,4.6,341.6,37.1,151.5,3537.1
2050,26-08-2019,175.5,2.3,36.8,109.4,5.4,88.7,7.3,111.7,18.8,58.3,5.8,10.2,319.9,186,28.7,35.2,23.9,172.7,62.9,423.5,2.6,5.5,1.7,166.9,2.3,87.6,,245.8,229.7,0.8,284.8,218.1,,362.8,39.8,163.7,3702.8
2051,27-08-2019,184.6,2.3,37,111.8,6.1,87.7,7.6,121.6,18.8,62.6,5.4,10.2,313,204.4,29.4,40.8,24.8,182.3,63.4,429,2.6,5.2,1.7,169.2,2.3,88.5,,256.7,232.4,0.9,302.4,225.4,,405.5,43.6,167.1,3854.5
2052,28-08-2019,187.2,2.2,33.8,115.4,6.5,93.2,7.7,128,18.8,63.8,5.3,11.1,302.4,217,30,41.6,25.3,186.2,61.7,439.3,2.4,5.7,1.6,175.4,2.4,84.8,,265.3,221,0.9,312,235.2,,429.1,45.7,170.3,3936.7
2053,29-08-2019,194.8,2.2,37.2,117.8,6,96.3,7.7,132.7,19.1,64.8,5.2,11.3,305.7,214.8,30.7,42.1,24.9,191.8,65.6,449.4,2.5,5.6,1.8,182.6,2.4,89.2,,266.5,217.3,1,310.8,241.7,,430.6,44.2,173.5,3998.4
2054,30-08-2019,190.4,2.3,36.4,117.6,6.1,96.4,7.7,132.6,19,64.8,5,11.4,316.9,214,29.8,39.7,27.8,192.7,65.6,431.4,2.7,5.3,1.8,185.6,2.2,94.8,8.5,257.9,212.7,1,307,239.4,6,431.3,44.3,178.5,3986.6
2055,31-08-2019,182.7,2.4,34.9,117.6,6.2,97,7.8,129.7,18.4,63.8,5,11.4,323.9,218.3,31.5,41.7,27,184.8,66.1,402.8,2.5,5.4,1.8,186.8,2.1,95.7,,260.3,214.6,0.9,303.6,205.2,,439.7,43.4,177.2,3920.6
2056,01-09-2019,167.9,2.1,35.2,117.9,5.3,95.7,6.9,113.9,17.9,63.7,6.6,9.7,300.1,194.6,27.7,37.9,25.9,172.1,60.2,374.7,2.4,5.2,1.7,184,2.1,96.9,7.4,233.4,203.9,0.6,278.7,170.6,4.7,409.2,34.9,165.2,3636.9
2057,02-09-2019,157.2,2.5,35.5,121.4,6.2,90,6,122.8,17.4,62.3,5.7,8.8,289.7,204.6,29.5,39.5,24.2,171.9,64.9,369.2,2.4,5,1.7,186.4,2,94.8,,235.3,203.2,0.9,276.8,161.9,,425.6,41.1,171.8,3645.2
2058,03-09-2019,153.6,2.4,36.1,117,6.5,89.7,6.4,129.2,18.3,62.8,5.9,8.8,297.9,215.7,30.7,41.2,25.4,174.9,65.9,395.5,2.5,4.9,1.7,185.2,2.4,91.1,7.1,242.9,212.6,0.9,286.3,168.5,5,434,43.9,178.4,3751.3000000000006
2059,04-09-2019,159.4,2.2,34,112.6,6.1,84.9,6.6,130.3,18.7,61.4,5.7,8.8,296.8,217.8,30.7,40.3,25.1,172.6,65.2,395.5,2.6,5.1,1.8,186.3,2.2,93.6,,246.2,225.5,1,291.3,175.3,,414.1,41.1,172.2,3740.099999999999
2060,05-09-2019,163.6,2.4,33.3,115.3,5.7,88.5,6.9,128.7,18.5,60.2,5.6,10.2,288.7,208,29.9,38.6,25.4,170.5,65.1,399.6,2.5,5.3,1.9,188.2,2.5,93.6,,214.3,225.7,1,296.9,190.3,,439.6,42.8,171.8,3749.000000000001
2061,06-09-2019,167.9,2.3,35.2,116.8,5.9,86.8,7.5,128.5,18.6,60.9,6.7,10.2,292.4,209.3,30.8,39.8,25.9,179.2,65.5,397.8,2.5,5.3,1.9,195.1,2.3,90.3,,219.2,228.7,0.9,303.7,193.7,,435,42.7,170.8,3788
2062,07-09-2019,169.6,2.3,36,115.6,5.9,85.2,7.5,122.2,18.6,61.5,5.8,10.2,294.3,209.1,31.1,40.2,24.5,177.7,67,390.6,2.6,5.3,1.9,192.3,2.3,89.4,,228.4,224.7,1.2,307.3,188.3,,430.1,39.6,168.4,3764.9
2063,08-09-2019,169.7,2.1,33.3,112.6,5.5,74.4,6.9,116.7,18.2,62.6,6.6,10.2,276.3,198.2,28.2,39.3,23.2,167.9,62.6,381.2,2.5,5.3,1.8,180,2.2,91.4,7.7,224.1,219.8,0.8,290.2,188.1,4.8,423.8,38,153.1,3629.3
2064,09-09-2019,181.9,2,34.2,113,6.4,78.9,7.1,128.5,18.6,61,6,11,284.7,214.1,29.9,40,25.3,187,67.1,395.1,2.4,5.3,1.7,174.7,2.1,95.7,,237.2,232.7,1,318.2,200.5,,421.3,42,166.9,3801.8000000000006
2065,10-09-2019,186.9,2.3,35,103.6,6.4,83.8,7.4,126.9,18.7,61.1,5.7,11.8,278.2,220.1,31.6,42.8,23.6,191.6,64.5,395.6,2.4,5.6,1.8,180.4,2.1,99.2,,251.9,246.5,1.1,329.9,205.9,,437.4,43.3,173.9,3887.8
2066,11-09-2019,186.6,2.2,34.7,109.1,6.7,86.5,7.3,134.9,18.7,64.4,5,11.8,277.2,223.2,31.6,42.9,25.5,189.5,58.9,400.3,2.5,5.7,1.7,179.5,2.2,98.5,7.9,255,253.5,1,313.2,206.8,5,424,44.3,174.3,3892.1
2067,12-09-2019,183,2.1,34.1,106.4,6.7,84.7,7.3,137.2,18.5,62.2,5.5,11.8,267.2,222.6,31.7,44.9,23.4,194.7,61.2,377.8,2.4,5.5,1.8,167.9,2.2,96.5,7.4,264.6,253,1,289.2,199.1,4.8,426.5,42.1,162.9,3809.9
2068,13-09-2019,184.5,2.2,32.3,102.7,6.4,85.4,7.4,132.6,18.4,61.3,5.5,11.9,282.3,224.4,30.6,41.3,24.9,193.9,65.2,383.5,2.5,5.6,1.2,162.6,2.3,98.9,,259.7,247.4,0.9,291.4,199.1,,393,42.9,160.9,3772.400000000001
2069,14-09-2019,180.5,2.2,31.5,104.2,6,89.1,7.3,125.3,18.4,63.5,5.8,11.8,287.7,218.5,31,42.2,25.8,190.9,67.2,390.7,2.4,5.7,1.8,162.8,2.5,100.1,7.4,259,243.3,1,288.8,199.8,4.8,390.4,41.3,166.7,3777.400000000001
2070,15-09-2019,175.6,2.1,30.8,108.6,5.5,93.9,6.8,116.2,18.2,63.1,5.8,11.8,280.1,200.9,28.7,39.7,26.2,185.5,63.1,382.4,2.5,5.5,1.7,166.2,2.2,102.8,6.8,248.8,237.1,0.7,262.3,189.3,4.8,393.1,38.5,164.9,3672.2000000000007
